type_value,pp_code,parking_pl_value,x,y,destination,no_of_lots
MYCYCLE LOTS,K0048,KALLANG ROAD/CRAWFORD STREET OFF STREET,1.30681324703816,103.86331058141,"(1.30681324703816, 103.86331058141)",59
MYCYCLE LOTS,R0003,RANGOON ROAD,1.3155037221408,103.853492145059,"(1.3155037221408, 103.853492145059)",5
MYCYCLE LOTS,K0121,KAMPONG KAPOR ROAD OFF STREET,1.30661359968942,103.854240750751,"(1.30661359968942, 103.854240750751)",12
MYCYCLE LOTS,Y0020,YIO CHU KANG ROAD HVP,1.39026184294835,103.863895049883,"(1.39026184294835, 103.863895049883)",138
MYCYCLE LOTS,S0020,SEMBAWANG HILLS FOOD CENTRE OFF STREET,1.37244263441539,103.828765400121,"(1.37244263441539, 103.828765400121)",12
MYCYCLE LOTS,T0103,TEMBELING ROAD OFF STREET,1.31257527954418,103.900274233564,"(1.31257527954418, 103.900274233564)",23
MYCYCLE LOTS,M0040,MACKENZIE ROAD A OFF STREET,1.30491123007289,103.849596157753,"(1.30491123007289, 103.849596157753)",7
MYCYCLE LOTS,L0036,LORONG 25A GEYLANG,1.31361497238297,103.883081172982,"(1.31361497238297, 103.883081172982)",9
MYCYCLE LOTS,K0099,KAMPONG EUNOS,1.31801484389804,103.906600813752,"(1.31801484389804, 103.906600813752)",5
MYCYCLE LOTS,W0058,WOODLANDS INDUSTRIAL PARK E5,1.45057298502384,103.793049521703,"(1.45057298502384, 103.793049521703)",14
MYCYCLE LOTS,T0153,TAMPINES NORTH DRIVE 3 HVP,1.37172993243986,103.936311968197,"(1.37172993243986, 103.936311968197)",133
MYCYCLE LOTS,J0054,JALAN BESAR / BEATTY ROAD OFF STREET,1.31324176294453,103.859450403324,"(1.31324176294453, 103.859450403324)",10
MYCYCLE LOTS,P0083,PIONEER SECTOR 3,1.30595198663804,103.664219095639,"(1.30595198663804, 103.664219095639)",15
MYCYCLE LOTS,Y0020,YIO CHU KANG ROAD HVP,1.39026184294835,103.863895049883,"(1.39026184294835, 103.863895049883)",138
MYCYCLE LOTS,Y0020,YIO CHU KANG ROAD HVP,1.39026184294835,103.863895049883,"(1.39026184294835, 103.863895049883)",138
MYCYCLE LOTS,B0004,BULIM AVENUE H V PARK,1.35568371142578,103.709595309835,"(1.35568371142578, 103.709595309835)",88
MYCYCLE LOTS,P0106,PASIR PANJANG ROAD / CLEMENTI ROAD OFF STREET,1.29193886940646,103.768222594163,"(1.29193886940646, 103.768222594163)",3
MYCYCLE LOTS,T0151,TAMPINES ROAD H V PARK,1.36328135992712,103.902667459286,"(1.36328135992712, 103.902667459286)",105
MYCYCLE LOTS,T0131,TAMPINES AVENUE 9 / AVENUE 10 HEAVY VEHICLE PARK,1.36155781620901,103.931273120491,"(1.36155781620901, 103.931273120491)",92
MYCYCLE LOTS,T0131,TAMPINES AVENUE 9 / AVENUE 10 HEAVY VEHICLE PARK,1.36155781620901,103.931273120491,"(1.36155781620901, 103.931273120491)",92
MYCYCLE LOTS,Y0020,YIO CHU KANG ROAD HVP,1.39026184294835,103.863895049883,"(1.39026184294835, 103.863895049883)",138
MYCYCLE LOTS,T0117,TUAS SOUTH AVENUE 1,1.31851921458394,103.628711504152,"(1.31851921458394, 103.628711504152)",10
MYCYCLE LOTS,B0031,BEATTY ROAD OFF STREET,1.31405446538004,103.859735158635,"(1.31405446538004, 103.859735158635)",3
MYCYCLE LOTS,A0049,ANG MO KIO AVENUE 1 HEAVY VEHICLE PARK,1.35884579361442,103.853304445797,"(1.35884579361442, 103.853304445797)",12
MYCYCLE LOTS,T0067,TAGORE LANE,1.38671499398897,103.829336863182,"(1.38671499398897, 103.829336863182)",6
MYCYCLE LOTS,G0002,GEYLANG ROAD,1.31100290442395,103.873721304114,"(1.31100290442395, 103.873721304114)",62
MYCYCLE LOTS,W0040,WOODLANDS AVENUE 9 (WOODLANDS AVENUE 8 / LINK),1.45223689268099,103.806121465599,"(1.45223689268099, 103.806121465599)",19
MYCYCLE LOTS,,,1.36241612158799,103.93242189035,"(1.36241612158799, 103.93242189035)",52
MYCYCLE LOTS,F0022,FORT CANNING PARK B OFF STREET,1.29635083418305,103.846695209447,"(1.29635083418305, 103.846695209447)",8
MYCYCLE LOTS,F0001,FORT CANNING PARK A OFF STREET,1.29633334124804,103.847646760836,"(1.29633334124804, 103.847646760836)",4
MYCYCLE LOTS,A0025,ADAM ROAD / DUNEARN CLOSE OFF STREET,1.32430112583925,103.814295864569,"(1.32430112583925, 103.814295864569)",10
MYCYCLE LOTS,K0093,KAMPONG JAVA ROAD,1.31338550400542,103.842894024144,"(1.31338550400542, 103.842894024144)",4
MYCYCLE LOTS,K0093,KAMPONG JAVA ROAD,1.31338550400542,103.842894024144,"(1.31338550400542, 103.842894024144)",4
MYCYCLE LOTS,L0060,LORONG BAKAR BATU,1.32642736477707,103.874468510971,"(1.32642736477707, 103.874468510971)",5
MYCYCLE LOTS,M0043,MOUNT EMILY ROAD,1.30414205888101,103.849447518856,"(1.30414205888101, 103.849447518856)",3
MYCYCLE LOTS,C0155,CHANGI BEACH CAR PARK 5,1.3899177278741,103.996102202358,"(1.3899177278741, 103.996102202358)",10
MYCYCLE LOTS,C0154,CHANGI BEACH CAR PARK 4,1.3900233125433,103.994758231739,"(1.3900233125433, 103.994758231739)",29
MYCYCLE LOTS,W0045,WARNA ROAD,1.31191734065859,103.796670099642,"(1.31191734065859, 103.796670099642)",3
MYCYCLE LOTS,J0100,JALAN PELEPAH OFF STREET,1.27418088335435,103.795284356669,"(1.27418088335435, 103.795284356669)",8
MYCYCLE LOTS,D0027,DUNMAN RD FOOD CENTRE OFF STREET,1.30945067117314,103.901660290751,"(1.30945067117314, 103.901660290751)",1
MYCYCLE LOTS,L0042,LORONG 30 GEYLANG,1.3121700010002,103.886305972887,"(1.3121700010002, 103.886305972887)",7
MYCYCLE LOTS,V0007,VERDUN ROAD OFF STREET,1.31015970172194,103.856152854588,"(1.31015970172194, 103.856152854588)",5
MYCYCLE LOTS,S0079,SERVICE ROAD OFF KING GEORGE'S AVENUE,1.31072942018607,103.861976107865,"(1.31072942018607, 103.861976107865)",5
MYCYCLE LOTS,L0038,LORONG 27 GEYLANG,1.31373161772966,103.883776986899,"(1.31373161772966, 103.883776986899)",6
MYCYCLE LOTS,B0081,BUKIT BATOK ROAD / JURONG ROAD OFF STREET,1.34727434226287,103.736683325094,"(1.34727434226287, 103.736683325094)",126
MYCYCLE LOTS,P0013,PRINCE EDWARD ROAD / SHENTON WAY OFF STREET,1.27491315234563,103.848002929125,"(1.27491315234563, 103.848002929125)",66
MYCYCLE LOTS,T0102,TUAS ROAD,1.30738967235687,103.64951257202,"(1.30738967235687, 103.64951257202)",99
MYCYCLE LOTS,K0111,KINTA ROAD OFF STREET,1.30968085110655,103.853131922496,"(1.30968085110655, 103.853131922496)",11
MYCYCLE LOTS,T0107,TAMPINES ROAD / HOUGANG AVENUE 7 (A) HEAVY VEHCILE PARK,1.3621325503591,103.896316947742,"(1.3621325503591, 103.896316947742)",71
MYCYCLE LOTS,E0033,EAST COAST ROAD (FRANKEL AVENUE / SIGLAP ROAD),1.31188654094832,103.922292250466,"(1.31188654094832, 103.922292250466)",13
MYCYCLE LOTS,E0033,EAST COAST ROAD (FRANKEL AVENUE / SIGLAP ROAD),1.31188654094832,103.922292250466,"(1.31188654094832, 103.922292250466)",13
MYCYCLE LOTS,R0038,RACE COURSE ROAD / NORTHUMBERLAND ROAD,1.31052265298796,103.852286607736,"(1.31052265298796, 103.852286607736)",19
MYCYCLE LOTS,T0062,TAI SENG DRIVE,1.33799825655189,103.894128728542,"(1.33799825655189, 103.894128728542)",6
MYCYCLE LOTS,L0088,LOYANG DRIVE,1.37039920432763,103.967612012889,"(1.37039920432763, 103.967612012889)",31
MYCYCLE LOTS,S0033,SERVICE ROAD OFF CHOA CHU KANG AVENUE 1,1.37689075475543,103.745811301587,"(1.37689075475543, 103.745811301587)",22
MYCYCLE LOTS,S0151,SEMBAWANG DRIVE HEAVY VEHICLE PARK,1.46054168295096,103.815357586108,"(1.46054168295096, 103.815357586108)",49
MYCYCLE LOTS,Y0017,YISHUN AVENUE 7 HEAVY VEHICLE PARK,1.44328434728219,103.841150036428,"(1.44328434728219, 103.841150036428)",106
MYCYCLE LOTS,K0108,KEPPEL ROAD OFF STREET,1.27289381041254,103.839536884629,"(1.27289381041254, 103.839536884629)",28
MYCYCLE LOTS,S0049,SERANGOON RD / LAVENDER STREET OFF STREET,1.31452842327151,103.858487560962,"(1.31452842327151, 103.858487560962)",27
MYCYCLE LOTS,S0049,SERANGOON RD / LAVENDER STREET OFF STREET,1.31452842327151,103.858487560962,"(1.31452842327151, 103.858487560962)",27
MYCYCLE LOTS,S0049,SERANGOON RD / LAVENDER STREET OFF STREET,1.31452842327151,103.858487560962,"(1.31452842327151, 103.858487560962)",27
MYCYCLE LOTS,B0087,BAGHDAD STREET OFF STREET,1.30145464478142,103.860391552793,"(1.30145464478142, 103.860391552793)",8
MYCYCLE LOTS,B0082,BRADDELL ROAD HEAVY VEHICLE PARK,1.34360425926401,103.857967696379,"(1.34360425926401, 103.857967696379)",29
